Year,NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-,Component1,Component2,Component3,Segment K-means PCA,Segment
2016,Jeremy Kerley,SF,WR,6.5,3.1,9.2,24.8,64,115,55.65,667,3,3.2,4.8,-1.7,0.304775312598657,0.38060736216038066,-2.0038904143672567,1,second
2016,DeVante Parker,MIA,WR,4.9,2.3,12.5,27.76,56,87,64.37,744,4,4.3,4.4,-0.1,1.0314639236664784,0.97520246859839,0.35529430464461753,1,second
2017,Kelvin Benjamin,BUF,WR,5.5,2.0,11.5,21.73,48,78,61.54,692,3,3.3,3.0,0.2,0.3372039138602194,2.086265713336719,-0.028725767804153618,1,second
2017,DeVante Parker,MIA,WR,5.2,2.3,12.3,24.87,57,96,59.38,670,1,4.0,4.1,-0.1,0.46586480842222244,1.400795436769228,0.17992203973721266,1,second
2017,Seth Roberts,OAK,WR,5.5,2.7,9.4,13.63,43,65,66.15,455,1,2.9,3.5,-0.6,-1.392904701793046,1.1754000430040754,-1.4253614188366504,1,second
2016,Brian Quick,LAR,WR,6.5,2.2,12.3,22.14,41,77,53.25,564,3,4.0,2.9,1.1,-0.24202549372120136,2.00287825052949,1.0182813488953129,1,second
2016,Marquise Goodwin,BUF,WR,6.5,2.8,15.8,22.87,29,68,42.65,413,3,2.3,2.3,0.1,-0.8444265140303204,3.6389745228929518,0.22875927442960553,1,second
2017,Emmanuel Sanders,DEN,WR,5.5,2.4,10.6,21.06,47,92,51.09,555,2,4.0,3.1,0.9,-0.11813921734450807,1.7239320150307405,0.776946012813659,1,second
2016,Golden Tate,DET,WR,5.5,2.7,8.4,23.96,91,135,67.41,1077,4,6.6,5.7,0.9,2.0911953171533475,-2.361379626168431,0.7593013717027642,2,third
2016,Jordy Nelson,GB,WR,5.8,2.7,13.0,34.56,97,152,63.82,1257,14,3.7,3.6,0.1,4.965379966530329,0.036483263826001096,-0.5248862605210921,2,third
2016,Mike Wallace,BAL,WR,5.8,2.7,12.5,27.64,72,116,62.07,1017,4,5.8,5.2,0.6,1.7222520013644187,-0.772894827092574,1.0383570925065828,2,third
2016,Tyrell Williams,LAC,WR,5.7,2.5,12.2,28.34,69,119,57.98,1059,7,6.7,7.4,-0.7,2.0478507642473973,-1.3917660727744554,1.215746257913116,2,third
2016,Mike Evans,TB,WR,5.8,2.2,15.5,44.04,96,173,55.49,1321,12,1.9,2.4,-0.5,5.962154760346264,2.5327107280039773,-0.9683639627352709,2,third
2016,Kelvin Benjamin,CAR,WR,5.7,1.8,12.7,24.7,63,118,53.39,941,7,3.5,3.8,-0.3,2.2444244548941246,2.0584518810762304,0.19080721733130107,2,third
2016,Emmanuel Sanders,DEN,WR,5.8,2.6,13.3,33.75,79,137,57.66,1032,5,3.0,3.4,-0.4,2.8677303338610365,1.4256069423997573,-0.7728536092150774,2,third
2019,Tyreek Hill,KC,WR,5.9,3.2,12.6,23.86,58,89,65.17,860,7,4.9,4.2,0.6,0.9461136725455117,-0.5224978747570689,0.3504998583544935,2,third
2016,Cameron Meredith,CHI,WR,5.7,2.4,10.4,19.15,66,97,68.04,888,4,4.3,3.7,0.7,0.9547806417554049,0.11334988971044503,-0.02191993189696473,2,third
2016,T.Y. Hilton,IND,WR,5.7,2.6,13.3,39.3,91,155,58.71,1448,6,3.6,4.4,-0.9,4.302726086492389,0.5704144856790768,-0.7861934372624602,2,third
2016,Terrelle Pryor,CLE,WR,5.6,2.8,14.7,40.1,77,140,55.0,1007,4,2.4,3.3,-1.0,3.031607495434617,2.0765948340164866,-1.1601505406918582,2,third
2016,Jimmy Graham,SEA,TE,5.8,2.7,10.2,18.84,65,95,68.42,923,6,4.9,5.4,-0.4,0.8818066348040157,-0.9392150635896614,-0.3854951435320006,2,third
2016,Jarvis Landry,MIA,WR,5.8,2.9,6.5,21.64,94,131,71.76,1136,4,6.5,4.8,1.7,1.9452119045041103,-2.8970949805198742,0.5337191294061132,2,third
2019,Julian Edelman,NE,WR,5.7,2.8,9.2,31.74,100,153,65.36,1117,6,3.5,4.4,-0.9,3.321157280209251,-0.45408481469689865,-1.8142329836177,2,third
2016,Brandon LaFell,CIN,WR,5.7,2.7,10.9,24.33,64,107,59.81,862,6,5.2,4.9,0.2,1.2758703735840338,-0.361369723245244,0.5009299284605604,2,third
2018,Larry Fitzgerald,ARI,WR,6.3,2.3,9.6,27.1,69,112,61.61,734,6,3.2,3.2,0.1,1.5652494523926341,1.0771340246544956,-0.80254033841253,2,third
2019,Jarvis Landry,CLE,WR,5.7,2.6,9.8,29.93,83,138,60.14,1174,6,5.5,4.4,1.1,2.870007460085875,-0.8672520368936545,0.8576071748926538,2,third
2016,Steve Smith,BAL,WR,6.5,2.7,9.1,17.49,70,101,69.31,799,5,3.8,3.2,0.7,0.722640280999415,-0.2038071956546256,-0.8528130337425351,2,third
2019,Michael Thomas,NO,WR,5.2,2.6,8.1,41.34,149,185,80.54,1725,9,4.1,3.9,0.2,6.744157628426684,-2.1020778510889206,-1.8192672505343994,2,third
2019,Emmanuel Sanders,SF,WR,5.1,2.5,10.9,30.87,66,97,68.04,869,5,3.8,3.8,0.0,1.7185785432828466,0.5915509637889568,-0.39245178637656003,2,third
2019,Courtland Sutton,DEN,WR,5.1,2.5,11.8,42.93,72,124,58.06,1112,6,5.2,4.4,0.8,3.248317459661539,0.19041825833842177,1.3068386254486875,2,third
2019,Allen Robinson,CHI,WR,5.1,2.2,11.1,39.2,98,154,63.64,1147,7,3.1,4.0,-0.9,4.336336940936769,0.9008520429613643,-1.2418598984888787,2,third
2016,Doug Baldwin,SEA,WR,6.6,3.1,9.4,22.77,94,125,75.2,1128,7,4.9,5.1,-0.2,2.196150832233528,-2.2257370756554953,-1.3008494580348446,2,third
2019,DeVante Parker,MIA,WR,5.0,2.1,13.8,33.11,72,128,56.25,1202,9,4.2,4.1,0.1,3.6770547522638686,1.2653968687768686,0.8070106043548667,2,third
2016,Larry Fitzgerald,ARI,WR,6.5,2.4,8.0,18.06,107,150,71.33,1023,6,3.4,3.6,-0.2,2.6642861521095935,-0.6258371843261527,-2.076204659539803,2,third
2019,DeAndre Hopkins,HOU,WR,5.0,2.7,10.3,34.37,104,150,69.33,1165,7,3.9,4.4,-0.5,3.9369674016174536,-0.5636888969209324,-1.2258825976720198,2,third
2019,D.K. Metcalf,SEA,WR,4.9,2.5,13.4,28.51,58,100,58.0,900,7,5.0,4.5,0.6,1.8590900323072839,0.5865907299400674,1.360708088738108,2,third
2019,Jared Cook,NO,TE,4.9,2.3,10.9,19.39,43,65,66.15,705,9,6.1,3.5,2.6,0.6977187752692763,-0.14582800619146707,2.621819198502983,2,third
2016,Rishard Matthews,TEN,WR,7.1,2.2,13.5,29.93,65,108,60.19,945,9,3.9,4.0,-0.1,2.2789933717240096,1.0191873865309742,-0.013599880001973564,2,third
2016,Brandin Cooks,NO,WR,7.1,2.8,13.4,30.87,78,117,66.67,1173,8,4.6,4.1,0.5,2.6714849351104335,-0.4972205598461022,-0.01567934463708738,2,third
2019,John Brown,BUF,WR,4.6,2.4,14.2,36.14,72,115,62.61,1060,6,3.1,3.4,-0.3,3.092785659991415,1.744954429700584,-0.2527063135601947,2,third
2019,Stefon Diggs,MIN,WR,4.6,2.5,14.9,41.27,63,94,67.02,1126,6,5.1,4.2,0.9,2.89502097383949,0.4732360402750281,1.546340260226697,2,third
2016,DeSean Jackson,WAS,WR,7.3,2.9,16.0,28.09,56,100,56.0,1005,4,4.9,5.1,-0.2,0.97872798162931,0.27601270657933735,0.58046257847769,2,third
2019,A.J. Brown,TEN,WR,5.0,2.2,13.4,29.8,52,84,61.9,1051,8,8.8,3.9,4.9,2.1201010003854646,-1.2331374844209144,5.729850036969858,2,third
2016,Travis Kelce,KC,TE,5.9,3.0,7.0,20.8,85,117,72.65,1125,4,7.8,6.6,1.2,1.2916025350756315,-3.9172003707733647,1.0916742972317566,2,third
2019,Terry McLaurin,WAS,WR,5.2,2.1,14.1,37.09,58,93,62.37,919,7,3.9,3.2,0.7,2.502745695091402,1.7980095115824584,0.9454870187977217,2,third
2019,D.J. Moore,CAR,WR,5.3,2.6,11.1,30.19,87,135,64.44,1175,4,4.8,3.9,0.9,2.860264466912067,-0.34663517624666895,0.360559225215724,2,third
2019,Davante Adams,GB,WR,5.6,3.2,10.0,26.56,83,127,65.35,997,5,5.0,5.1,-0.1,1.8731269194212417,-1.4077516455515005,-0.4999604251875916,2,third
2019,Michael Gallup,DAL,WR,5.6,2.2,12.6,26.7,66,113,58.41,1107,6,5.4,3.6,1.7,2.3284536489527086,0.4286963261410166,1.8596601512995843,2,third
2019,Julio Jones,ATL,WR,5.6,2.2,12.3,35.92,99,157,63.06,1394,6,3.7,3.1,0.6,4.531587704680583,0.6969874491305598,-0.16217841507312722,2,third
2016,Michael Crabtree,OAK,WR,6.0,2.3,11.6,33.82,89,145,61.38,1003,8,2.9,2.9,-0.1,3.6046813240884155,1.2762124603367693,-1.0029563574298845,2,third
2019,Odell Beckham,CLE,WR,5.5,2.6,13.3,39.01,74,133,55.64,1035,4,4.6,3.8,0.8,2.847214676709977,0.7757491670605524,0.9681785322259469,2,third
2019,Tyler Boyd,CIN,WR,5.5,2.6,9.2,28.46,90,148,60.81,1046,5,4.2,4.6,-0.4,2.7384244757704397,-0.3085319744258559,-0.8098732063093333,2,third
2019,Zach Ertz,PHI,TE,5.9,2.7,8.7,24.58,88,135,65.19,916,6,3.2,3.8,-0.6,2.223378453689057,0.004844845309866766,-1.799108811318825,2,third
2016,Delanie Walker,TEN,TE,6.4,2.9,10.1,21.08,65,102,63.73,800,7,4.0,4.1,-0.1,0.9525848348846493,-0.19654136317645968,-0.7927194814010237,2,third
2019,Amari Cooper,DAL,WR,5.4,2.6,12.8,28.66,79,119,66.39,1189,8,3.3,3.8,-0.5,3.049426926742077,0.594984681987102,-0.919531225672674,2,third
2019,Travis Kelce,KC,TE,5.4,3.1,9.3,26.99,97,136,71.32,1229,5,4.5,4.3,0.2,2.7954044447631983,-1.5037355968104325,-0.9950614790965394,2,third
2016,Marqise Lee,JAX,WR,6.3,2.6,11.9,22.8,63,105,60.0,851,3,5.5,5.4,0.1,0.657831095122288,-0.4466133614867774,0.630179701186326,2,third
2019,Darren Waller,OAK,TE,5.4,3.1,7.2,26.69,90,117,76.92,1145,3,6.9,5.6,1.3,1.7582785155045357,-3.387274222824297,0.5497091960521063,2,third
2016,Kyle Rudolph,MIN,TE,6.3,2.9,7.3,23.43,83,132,62.88,840,7,4.4,5.3,-0.9,1.650363372958548,-1.2010273352517455,-1.4529985550231364,2,third
2019,Mike Evans,TB,WR,5.3,2.4,15.3,28.34,67,118,56.78,1157,8,4.3,3.8,0.5,2.928184637632583,1.1691291065590232,1.004866724983525,2,third
2016,Julian Edelman,NE,WR,6.4,2.7,9.5,33.83,98,159,61.64,1106,3,4.9,4.7,0.2,2.922557144513061,-0.9568949181869243,-0.4080793643388151,2,third
2019,Kenny Golladay,DET,WR,5.3,1.9,15.4,33.67,65,116,56.03,1190,11,4.9,4.3,0.6,3.732356277558647,1.2730606063387035,1.8088156619612028,2,third
